"X_COORD","Y_COORD","HABITAT"
446571,3960397,0
446576,3960397,0
446581,3960397,0
446586,3960397,0
446591,3960397,0
446596,3960397,0
446601,3960397,0
446606,3960397,0
446611,3960397,0
446616,3960397,0
446621,3960397,0
446626,3960397,0
446631,3960397,0
446636,3960397,0
446641,3960397,0
446646,3960397,0
446651,3960397,0
446656,3960397,0
446661,3960397,0
446666,3960397,0
446671,3960397,0
446676,3960397,0
446681,3960397,0
446686,3960397,0
446691,3960397,0
446696,3960397,0
446701,3960397,0
446706,3960397,0
446711,3960397,0
446716,3960397,0
446721,3960397,0
446726,3960397,0
446731,3960397,0
446736,3960397,0
446741,3960397,0
446746,3960397,0
446751,3960397,0
446756,3960397,0
446761,3960397,0
446766,3960397,0
446771,3960397,0
446776,3960397,0
446781,3960397,0
446786,3960397,0
446791,3960397,0
446796,3960397,0
446801,3960397,0
446806,3960397,0
446811,3960397,0
446816,3960397,0
446821,3960397,0
446826,3960397,0
446831,3960397,0
446836,3960397,0
446841,3960397,0
446846,3960397,0
446851,3960397,0
446856,3960397,0
446861,3960397,0
446866,3960397,0
446871,3960397,0
446876,3960397,0
446881,3960397,0
446886,3960397,0
446891,3960397,0
446896,3960397,0
446901,3960397,0
446906,3960397,0
446911,3960397,0
446916,3960397,0
446381,3960402,0
446386,3960402,0
446391,3960402,0
446396,3960402,0
446401,3960402,0
446406,3960402,0
446411,3960402,0
446416,3960402,0
446421,3960402,0
446426,3960402,0
446431,3960402,0
446436,3960402,0
446441,3960402,0
446446,3960402,0
446451,3960402,0
446456,3960402,0
446461,3960402,0
446466,3960402,0
446471,3960402,0
446476,3960402,0
446481,3960402,0
446486,3960402,0
446491,3960402,0
446496,3960402,0
446501,3960402,0
446506,3960402,0
446511,3960402,0
446516,3960402,0
446521,3960402,0
446526,3960402,0
446531,3960402,0
446536,3960402,0
446541,3960402,0
446546,3960402,0
446551,3960402,0
446556,3960402,0
446561,3960402,0
446566,3960402,0
446571,3960402,0
446576,3960402,0
446581,3960402,0
446586,3960402,0
446591,3960402,0
446596,3960402,0
446601,3960402,0
446606,3960402,0
446611,3960402,0
446616,3960402,0
446621,3960402,0
446626,3960402,0
446631,3960402,0
446636,3960402,0
446641,3960402,0
446646,3960402,0
446651,3960402,0
446656,3960402,0
446661,3960402,0
446666,3960402,0
446671,3960402,0
446676,3960402,0
446681,3960402,0
446686,3960402,0
446691,3960402,0
446696,3960402,0
446701,3960402,0
446706,3960402,0
446711,3960402,0
446716,3960402,0
446721,3960402,0
446726,3960402,0
446731,3960402,0
446736,3960402,0
446741,3960402,0
446746,3960402,0
446751,3960402,0
446756,3960402,0
446761,3960402,0
446766,3960402,0
446771,3960402,0
446776,3960402,0
446781,3960402,0
446786,3960402,0
446791,3960402,0
446796,3960402,0
446801,3960402,0
446806,3960402,0
446811,3960402,0
446816,3960402,0
446821,3960402,0
446826,3960402,0
446831,3960402,0
446836,3960402,0
446841,3960402,0
446846,3960402,0
446851,3960402,0
446856,3960402,0
446861,3960402,0
446866,3960402,0
446871,3960402,0
446876,3960402,0
446881,3960402,0
446886,3960402,0
446891,3960402,0
446896,3960402,0
446901,3960402,0
446906,3960402,0
446911,3960402,0
446916,3960402,0
446381,3960407,0
446386,3960407,0
446391,3960407,0
446396,3960407,0
446401,3960407,0
446406,3960407,0
446411,3960407,0
446416,3960407,0
446421,3960407,0
446426,3960407,0
446431,3960407,0
446436,3960407,0
446441,3960407,0
446446,3960407,0
446451,3960407,0
446456,3960407,0
446461,3960407,0
446466,3960407,0
446471,3960407,0
446476,3960407,0
446481,3960407,0
446486,3960407,0
446491,3960407,0
446496,3960407,0
446501,3960407,0
446506,3960407,0
446511,3960407,0
446516,3960407,0
446521,3960407,0
446526,3960407,0
446531,3960407,0
446536,3960407,0
446541,3960407,0
446546,3960407,0
446551,3960407,0
446556,3960407,0
446561,3960407,0
446566,3960407,0
446571,3960407,0
446576,3960407,0
446581,3960407,0
446586,3960407,0
446591,3960407,0
446596,3960407,0
446601,3960407,0
446606,3960407,0
446611,3960407,0
446616,3960407,0
446621,3960407,0
446626,3960407,0
446631,3960407,0
446636,3960407,0
446641,3960407,0
446646,3960407,0
446651,3960407,0
446656,3960407,0
446661,3960407,0
446666,3960407,0
446671,3960407,0
446676,3960407,0
446681,3960407,0
446686,3960407,0
446691,3960407,0
446696,3960407,0
446701,3960407,0
446706,3960407,0
446711,3960407,0
446716,3960407,0
446721,3960407,0
446726,3960407,0
446731,3960407,0
446736,3960407,0
446741,3960407,0
446746,3960407,0
446751,3960407,0
446756,3960407,0
446761,3960407,0
446766,3960407,0
446771,3960407,0
446776,3960407,0
446781,3960407,0
446786,3960407,0
446791,3960407,0
446796,3960407,0
446801,3960407,0
446806,3960407,0
446811,3960407,0
446816,3960407,0
446821,3960407,0
446826,3960407,0
446831,3960407,0
446836,3960407,0
446841,3960407,0
446846,3960407,0
446851,3960407,0
446856,3960407,0
446861,3960407,0
446866,3960407,0
446871,3960407,0
446876,3960407,0
446881,3960407,0
446886,3960407,0
446891,3960407,0
446896,3960407,0
446901,3960407,0
446906,3960407,0
446911,3960407,0
446916,3960407,0
446381,3960412,0
446386,3960412,0
446391,3960412,0
446396,3960412,0
446401,3960412,0
446406,3960412,0
446411,3960412,0
446416,3960412,0
446421,3960412,0
446426,3960412,0
446431,3960412,0
446436,3960412,0
446441,3960412,0
446446,3960412,0
446451,3960412,0
446456,3960412,0
446461,3960412,0
446466,3960412,0
446471,3960412,0
446476,3960412,0
446481,3960412,0
446486,3960412,0
446491,3960412,0
446496,3960412,0
446501,3960412,0
446506,3960412,0
446511,3960412,0
446516,3960412,0
446521,3960412,0
446526,3960412,0
446531,3960412,0
446536,3960412,0
446541,3960412,0
446546,3960412,0
446551,3960412,0
446556,3960412,0
446561,3960412,0
446566,3960412,0
446571,3960412,0
446576,3960412,0
446581,3960412,0
446586,3960412,0
446591,3960412,0
446596,3960412,0
446601,3960412,0
446606,3960412,0
446611,3960412,0
446616,3960412,0
446621,3960412,0
446626,3960412,0
446631,3960412,0
446636,3960412,0
446641,3960412,0
446646,3960412,0
446651,3960412,0
446656,3960412,0
446661,3960412,0
446666,3960412,0
446671,3960412,0
446676,3960412,0
446681,3960412,0
446686,3960412,0
446691,3960412,0
446696,3960412,0
446701,3960412,0
446706,3960412,0
446711,3960412,0
446716,3960412,0
446721,3960412,0
446726,3960412,0
446731,3960412,0
446736,3960412,0
446741,3960412,0
446746,3960412,0
446751,3960412,0
446756,3960412,0
446761,3960412,0
446766,3960412,0
446771,3960412,0
446776,3960412,0
446781,3960412,0
446786,3960412,0
446791,3960412,0
446796,3960412,0
446801,3960412,0
446806,3960412,0
446811,3960412,0
446816,3960412,0
446821,3960412,0
446826,3960412,0
446831,3960412,0
446836,3960412,0
446841,3960412,0
446846,3960412,0
446851,3960412,0
446856,3960412,0
446861,3960412,0
446866,3960412,0
446871,3960412,0
446876,3960412,0
446881,3960412,0
446886,3960412,0
446891,3960412,0
446896,3960412,0
446901,3960412,0
446906,3960412,0
446911,3960412,0
446916,3960412,0
446381,3960417,0
446386,3960417,0
446391,3960417,0
446396,3960417,0
446401,3960417,0
446406,3960417,0
446411,3960417,0
446416,3960417,0
446421,3960417,0
446426,3960417,0
446431,3960417,0
446436,3960417,0
446441,3960417,0
446446,3960417,0
446451,3960417,0
446456,3960417,0
446461,3960417,0
446466,3960417,0
446471,3960417,0
446476,3960417,0
446481,3960417,0
446486,3960417,0
446491,3960417,0
446496,3960417,0
446501,3960417,0
446506,3960417,0
446511,3960417,0
446516,3960417,0
446521,3960417,0
446526,3960417,0
446531,3960417,0
446536,3960417,0
446541,3960417,0
446546,3960417,0
446551,3960417,0
446556,3960417,0
446561,3960417,0
446566,3960417,0
446571,3960417,0
446576,3960417,0
446581,3960417,0
446586,3960417,0
446591,3960417,0
446596,3960417,0
446601,3960417,0
446606,3960417,0
446611,3960417,0
446616,3960417,0
446621,3960417,0
446626,3960417,0
446631,3960417,0
446636,3960417,0
446641,3960417,0
446646,3960417,0
446651,3960417,0
446656,3960417,0
446661,3960417,0
446666,3960417,0
446671,3960417,0
446676,3960417,0
446681,3960417,0
446686,3960417,0
446691,3960417,0
446696,3960417,0
446701,3960417,0
446706,3960417,0
446711,3960417,0
446716,3960417,0
446721,3960417,0
446726,3960417,0
446731,3960417,0
446736,3960417,0
446741,3960417,0
446746,3960417,0
446751,3960417,0
446756,3960417,0
446761,3960417,0
446766,3960417,0
446771,3960417,0
446776,3960417,0
446781,3960417,0
446786,3960417,0
446791,3960417,0
446796,3960417,0
446801,3960417,0
446806,3960417,0
446811,3960417,0
446816,3960417,0
446821,3960417,0
446826,3960417,0
446831,3960417,0
446836,3960417,0
446841,3960417,0
446846,3960417,0
446851,3960417,0
446856,3960417,0
446861,3960417,0
446866,3960417,0
446871,3960417,0
446876,3960417,0
446881,3960417,0
446886,3960417,0
446891,3960417,0
446896,3960417,0
446901,3960417,0
446906,3960417,0
446911,3960417,0
446916,3960417,0
446381,3960422,0
446386,3960422,0
446391,3960422,0
446396,3960422,0
446401,3960422,0
446406,3960422,0
446411,3960422,0
446416,3960422,0
446421,3960422,0
446426,3960422,0
446431,3960422,0
446436,3960422,0
446441,3960422,0
446446,3960422,0
446451,3960422,0
446456,3960422,0
446461,3960422,0
446466,3960422,0
446471,3960422,0
446476,3960422,0
446481,3960422,0
446486,3960422,0
446491,3960422,0
446496,3960422,0
446501,3960422,0
446506,3960422,0
446511,3960422,0
446516,3960422,0
446521,3960422,0
446526,3960422,0
446531,3960422,0
446536,3960422,0
446541,3960422,0
446546,3960422,0
446551,3960422,0
446556,3960422,0
446561,3960422,0
446566,3960422,0
446571,3960422,0
446576,3960422,0
446581,3960422,0
446586,3960422,0
446591,3960422,0
446596,3960422,0
446601,3960422,0
446606,3960422,0
446611,3960422,0
446616,3960422,0
446621,3960422,0
446626,3960422,0
446631,3960422,0
446636,3960422,0
446641,3960422,0
446646,3960422,0
446651,3960422,0
446656,3960422,0
446661,3960422,0
446666,3960422,0
446671,3960422,0
446676,3960422,0
446681,3960422,0
446686,3960422,0
446691,3960422,0
446696,3960422,0
446701,3960422,0
446706,3960422,0
446711,3960422,0
446716,3960422,0
446721,3960422,0
446726,3960422,0
446731,3960422,0
446736,3960422,0
446741,3960422,0
446746,3960422,0
446751,3960422,0
446756,3960422,0
446761,3960422,0
446766,3960422,0
446771,3960422,0
446776,3960422,0
446781,3960422,0
446786,3960422,0
446791,3960422,0
446796,3960422,0
446801,3960422,0
446806,3960422,0
446811,3960422,0
446816,3960422,0
446821,3960422,0
446826,3960422,0
446831,3960422,0
446836,3960422,0
446841,3960422,0
446846,3960422,0
446851,3960422,0
446856,3960422,0
446861,3960422,0
446866,3960422,0
446871,3960422,0
446876,3960422,0
446881,3960422,0
446886,3960422,0
446891,3960422,0
446896,3960422,0
446901,3960422,0
446906,3960422,0
446911,3960422,0
446916,3960422,0
446381,3960427,0
446386,3960427,0
446391,3960427,0
446396,3960427,0
446401,3960427,0
446406,3960427,0
446411,3960427,0
446416,3960427,0
446421,3960427,0
446426,3960427,0
446431,3960427,0
446436,3960427,0
446441,3960427,0
446446,3960427,0
446451,3960427,0
446456,3960427,0
446461,3960427,0
446466,3960427,0
446471,3960427,0
446476,3960427,0
446481,3960427,0
446486,3960427,0
446491,3960427,0
446496,3960427,0
446501,3960427,0
446506,3960427,0
446511,3960427,0
446516,3960427,0
446521,3960427,0
446526,3960427,0
446531,3960427,0
446536,3960427,0
446541,3960427,0
446546,3960427,0
446551,3960427,0
446556,3960427,0
446561,3960427,0
446566,3960427,0
446571,3960427,0
446576,3960427,0
446581,3960427,0
446586,3960427,0
446591,3960427,0
446596,3960427,0
446601,3960427,0
446606,3960427,0
446611,3960427,0
446616,3960427,0
446621,3960427,0
446626,3960427,0
446631,3960427,0
446636,3960427,0
446641,3960427,0
446646,3960427,0
446651,3960427,0
446656,3960427,0
446661,3960427,0
446666,3960427,0
446671,3960427,0
446676,3960427,0
446681,3960427,0
446686,3960427,0
446691,3960427,0
446696,3960427,0
446701,3960427,0
446706,3960427,0
446711,3960427,0
446716,3960427,0
446721,3960427,0
446726,3960427,0
446731,3960427,0
446736,3960427,0
446741,3960427,0
446746,3960427,0
446751,3960427,0
446756,3960427,0
446761,3960427,0
446766,3960427,0
446771,3960427,0
446776,3960427,0
446781,3960427,0
446786,3960427,0
446791,3960427,0
446796,3960427,0
446801,3960427,0
446806,3960427,0
446811,3960427,0
446816,3960427,0
446821,3960427,0
446826,3960427,0
446831,3960427,0
446836,3960427,0
446841,3960427,0
446846,3960427,0
446851,3960427,0
446856,3960427,0
446861,3960427,0
446866,3960427,0
446871,3960427,0
446876,3960427,0
446881,3960427,0
446886,3960427,0
446891,3960427,0
446896,3960427,0
446901,3960427,0
446906,3960427,0
446911,3960427,0
446916,3960427,0
446381,3960432,0
446386,3960432,0
446391,3960432,0
446396,3960432,0
446401,3960432,0
446406,3960432,0
446411,3960432,0
446416,3960432,0
446421,3960432,0
446426,3960432,0
446431,3960432,0
446436,3960432,0
446441,3960432,0
446446,3960432,0
446451,3960432,0
446456,3960432,0
446461,3960432,0
446466,3960432,0
446471,3960432,0
446476,3960432,0
446481,3960432,0
446486,3960432,0
446491,3960432,0
446496,3960432,0
446501,3960432,0
446506,3960432,0
446511,3960432,0
446516,3960432,0
446521,3960432,0
446526,3960432,0
446531,3960432,0
446536,3960432,0
446541,3960432,0
446546,3960432,0
446551,3960432,0
446556,3960432,0
446561,3960432,0
446566,3960432,0
446571,3960432,0
446576,3960432,0
446581,3960432,0
446586,3960432,0
446591,3960432,0
446596,3960432,0
446601,3960432,0
446606,3960432,0
446611,3960432,0
446616,3960432,0
446621,3960432,0
446626,3960432,0
446631,3960432,0
446636,3960432,0
446641,3960432,0
446646,3960432,0
446651,3960432,0
446656,3960432,0
446661,3960432,0
446666,3960432,0
446671,3960432,0
446676,3960432,0
446681,3960432,0
446686,3960432,0
446691,3960432,0
446696,3960432,0
446701,3960432,0
446706,3960432,0
446711,3960432,0
446716,3960432,0
446721,3960432,0
446726,3960432,0
446731,3960432,0
446736,3960432,0
446741,3960432,0
446746,3960432,0
446751,3960432,0
446756,3960432,0
446761,3960432,0
446766,3960432,0
446771,3960432,0
446776,3960432,0
446781,3960432,0
446786,3960432,0
446791,3960432,0
446796,3960432,0
446801,3960432,0
446806,3960432,0
446811,3960432,0
446816,3960432,0
446821,3960432,0
446826,3960432,0
446831,3960432,0
446836,3960432,0
446841,3960432,0
446846,3960432,0
446851,3960432,0
446856,3960432,0
446861,3960432,0
446866,3960432,0
446871,3960432,0
446876,3960432,0
446881,3960432,0
446886,3960432,0
446891,3960432,0
446896,3960432,0
446901,3960432,0
446906,3960432,0
446911,3960432,0
446916,3960432,0
446381,3960437,0
446386,3960437,0
446391,3960437,0
446396,3960437,0
446401,3960437,0
446406,3960437,0
446411,3960437,0
446416,3960437,0
446421,3960437,0
446426,3960437,0
446431,3960437,0
446436,3960437,0
446441,3960437,0
446446,3960437,0
446451,3960437,0
446456,3960437,0
446461,3960437,0
446466,3960437,0
446471,3960437,0
446476,3960437,0
446481,3960437,0
446486,3960437,0
446491,3960437,0
446496,3960437,0
446501,3960437,0
446506,3960437,0
446511,3960437,0
446516,3960437,0
446521,3960437,0
446526,3960437,0
446531,3960437,0
446536,3960437,0
446541,3960437,0
446546,3960437,0
446551,3960437,0
446556,3960437,0
446561,3960437,0
446566,3960437,0
446571,3960437,0
446576,3960437,0
446581,3960437,0
446586,3960437,0
446591,3960437,0
446596,3960437,0
446601,3960437,0
446606,3960437,0
446611,3960437,0
446616,3960437,0
446621,3960437,0
446626,3960437,0
446631,3960437,0
446636,3960437,0
446641,3960437,0
446646,3960437,0
446651,3960437,0
446656,3960437,0
446661,3960437,0
446666,3960437,0
446671,3960437,0
446676,3960437,0
446681,3960437,0
446686,3960437,0
446691,3960437,0
446696,3960437,0
446701,3960437,0
446706,3960437,0
446711,3960437,0
446716,3960437,0
446721,3960437,0
446726,3960437,0
446731,3960437,0
446736,3960437,0
446741,3960437,0
446746,3960437,0
446751,3960437,0
446756,3960437,0
446761,3960437,0
446766,3960437,0
446771,3960437,0
446776,3960437,0
446781,3960437,0
446786,3960437,0
446791,3960437,0
446796,3960437,0
446801,3960437,0
446806,3960437,0
446811,3960437,0
446816,3960437,0
446821,3960437,0
446826,3960437,0
446831,3960437,0
446836,3960437,0
446841,3960437,0
446846,3960437,0
446851,3960437,0
446856,3960437,0
446861,3960437,0
446866,3960437,0
446871,3960437,0
446876,3960437,0
446881,3960437,0
446886,3960437,0
446891,3960437,0
446896,3960437,0
446901,3960437,0
446906,3960437,0
446911,3960437,0
446916,3960437,0
446381,3960442,0
446386,3960442,0
446391,3960442,0
446396,3960442,0
446401,3960442,0
446406,3960442,0
446411,3960442,0
446416,3960442,0
446421,3960442,0
446426,3960442,0
446431,3960442,0
446436,3960442,0
446441,3960442,0
446446,3960442,0
446451,3960442,0
446456,3960442,0
446461,3960442,0
446466,3960442,0
446471,3960442,0
446476,3960442,0
446481,3960442,0
446486,3960442,0
446491,3960442,0
446496,3960442,0
446501,3960442,0
446506,3960442,0
446511,3960442,0
446516,3960442,0
446521,3960442,0
446526,3960442,0
446531,3960442,0
446536,3960442,0
446541,3960442,0
446546,3960442,0
446551,3960442,0
446556,3960442,0
446561,3960442,0
446566,3960442,0
446571,3960442,0
446576,3960442,0
446581,3960442,0
446586,3960442,0
446591,3960442,0
446596,3960442,0
446601,3960442,0
446606,3960442,0
446611,3960442,0
446616,3960442,0
446621,3960442,0
446626,3960442,0
446631,3960442,0
446636,3960442,0
446641,3960442,0
446646,3960442,0
446651,3960442,0
446656,3960442,0
446661,3960442,0
446666,3960442,0
446671,3960442,0
446676,3960442,0
446681,3960442,0
446686,3960442,0
446691,3960442,0
446696,3960442,0
446701,3960442,0
446706,3960442,0
446711,3960442,0
446716,3960442,0
446721,3960442,0
446726,3960442,0
446731,3960442,0
446736,3960442,0
446741,3960442,0
446746,3960442,0
446751,3960442,0
446756,3960442,0
446761,3960442,0
446766,3960442,0
446771,3960442,0
446776,3960442,0
446781,3960442,0
446786,3960442,0
446791,3960442,0
446796,3960442,0
446801,3960442,0
446806,3960442,0
446811,3960442,0
446816,3960442,0
446821,3960442,0
446826,3960442,0
446831,3960442,0
446836,3960442,0
446841,3960442,0
446846,3960442,0
446851,3960442,0
446856,3960442,0
446861,3960442,0
446866,3960442,0
446871,3960442,0
446876,3960442,0
446881,3960442,0
446886,3960442,0
446891,3960442,0
446896,3960442,0
446901,3960442,0
446906,3960442,0
446911,3960442,0
446916,3960442,0
446381,3960447,0
446386,3960447,0
446391,3960447,0
446396,3960447,0
446401,3960447,0
446406,3960447,0
446411,3960447,0
446416,3960447,0
446421,3960447,0
446426,3960447,0
446431,3960447,0
446436,3960447,0
446441,3960447,0
446446,3960447,0
446451,3960447,0
446456,3960447,0
446461,3960447,0
446466,3960447,0
446471,3960447,0
446476,3960447,0
446481,3960447,0
446486,3960447,0
446491,3960447,0
446496,3960447,0
446501,3960447,0
446506,3960447,0
446511,3960447,0
446516,3960447,0
446521,3960447,0
446526,3960447,0
446531,3960447,0
446536,3960447,0
446541,3960447,0
446546,3960447,0
446551,3960447,0
446556,3960447,0
446561,3960447,0
446566,3960447,0
446571,3960447,0
446576,3960447,0
446581,3960447,0
446586,3960447,0
446591,3960447,0
446596,3960447,0
446601,3960447,0
446606,3960447,0
446611,3960447,0
446616,3960447,0
446621,3960447,1
446626,3960447,1
446631,3960447,0
446636,3960447,0
446641,3960447,0
446646,3960447,0
446651,3960447,0
446656,3960447,0
446661,3960447,0
446666,3960447,0
446671,3960447,0
446676,3960447,0
446681,3960447,0
446686,3960447,1
446691,3960447,1
446696,3960447,1
446701,3960447,1
446706,3960447,1
446711,3960447,1
446716,3960447,1
446721,3960447,1
446726,3960447,1
446731,3960447,1
446736,3960447,0
446741,3960447,0
446746,3960447,0
446751,3960447,0
446756,3960447,0
446761,3960447,0
446766,3960447,0
446771,3960447,0
446776,3960447,0
446781,3960447,0
446786,3960447,0
446791,3960447,0
446796,3960447,0
446801,3960447,0
446806,3960447,0
446811,3960447,0
446816,3960447,0
446821,3960447,0
446826,3960447,0
446831,3960447,0
446836,3960447,0
446841,3960447,0
446846,3960447,0
446851,3960447,0
446856,3960447,0
446861,3960447,0
446866,3960447,0
446871,3960447,0
446876,3960447,0
446881,3960447,0
446886,3960447,0
446891,3960447,0
446896,3960447,0
446901,3960447,0
446906,3960447,0
446911,3960447,0
446916,3960447,0
446381,3960452,0
446386,3960452,0
446391,3960452,0
446396,3960452,0
446401,3960452,0
446406,3960452,0
446411,3960452,0
446416,3960452,0
446421,3960452,0
446426,3960452,0
446431,3960452,0
446436,3960452,0
446441,3960452,0
446446,3960452,0
446451,3960452,0
446456,3960452,0
446461,3960452,0
446466,3960452,0
446471,3960452,0
446476,3960452,0
446481,3960452,0
446486,3960452,0
446491,3960452,0
446496,3960452,0
446501,3960452,0
446506,3960452,0
446511,3960452,0
446516,3960452,0
446521,3960452,0
446526,3960452,0
446531,3960452,0
446536,3960452,0
446541,3960452,0
446546,3960452,0
446551,3960452,0
446556,3960452,0
446561,3960452,0
446566,3960452,0
446571,3960452,0
446576,3960452,0
446581,3960452,0
446586,3960452,0
446591,3960452,1
446596,3960452,0
446601,3960452,0
446606,3960452,0
446611,3960452,0
446616,3960452,1
446621,3960452,1
446626,3960452,1
446631,3960452,1
446636,3960452,1
446641,3960452,0
446646,3960452,0
446651,3960452,0
446656,3960452,0
446661,3960452,0
446666,3960452,0
446671,3960452,1
446676,3960452,1
446681,3960452,1
446686,3960452,1
446691,3960452,1
446696,3960452,1
446701,3960452,1
446706,3960452,1
446711,3960452,1
446716,3960452,1
446721,3960452,1
446726,3960452,1
446731,3960452,1
446736,3960452,1
446741,3960452,1
446746,3960452,0
446751,3960452,0
446756,3960452,0
446761,3960452,0
446766,3960452,0
446771,3960452,0
446776,3960452,0
446781,3960452,0
446786,3960452,0
446791,3960452,0
446796,3960452,0
446801,3960452,0
446806,3960452,0
446811,3960452,0
446816,3960452,0
446821,3960452,0
446826,3960452,0
446831,3960452,0
446836,3960452,0
446841,3960452,0
446846,3960452,0
446851,3960452,0
446856,3960452,0
446861,3960452,0
446866,3960452,0
446871,3960452,0
446876,3960452,0
446881,3960452,0
446886,3960452,0
446891,3960452,0
446896,3960452,0
446901,3960452,0
446906,3960452,0
446911,3960452,0
446916,3960452,0
446381,3960457,0
446386,3960457,0
446391,3960457,0
446396,3960457,0
446401,3960457,0
446406,3960457,0
446411,3960457,0
446416,3960457,0
446421,3960457,0
446426,3960457,0
446431,3960457,0
446436,3960457,0
446441,3960457,0
446446,3960457,0
446451,3960457,0
446456,3960457,0
446461,3960457,0
446466,3960457,0
446471,3960457,0
446476,3960457,0
446481,3960457,0
446486,3960457,0
446491,3960457,0
446496,3960457,0
446501,3960457,0
446506,3960457,0
446511,3960457,0
446516,3960457,0
446521,3960457,0
446526,3960457,0
446531,3960457,0
446536,3960457,0
446541,3960457,0
446546,3960457,0
446551,3960457,0
446556,3960457,0
446561,3960457,0
446566,3960457,0
446571,3960457,0
446576,3960457,0
446581,3960457,0
446586,3960457,1
446591,3960457,1
446596,3960457,1
446601,3960457,1
446606,3960457,1
446611,3960457,1
446616,3960457,1
446621,3960457,1
446626,3960457,1
446631,3960457,1
446636,3960457,1
446641,3960457,1
446646,3960457,1
446651,3960457,1
446656,3960457,1
446661,3960457,1
446666,3960457,1
446671,3960457,1
446676,3960457,1
446681,3960457,1
446686,3960457,1
446691,3960457,1
446696,3960457,1
446701,3960457,1
446706,3960457,1
446711,3960457,1
446716,3960457,1
446721,3960457,1
446726,3960457,1
446731,3960457,1
446736,3960457,1
446741,3960457,1
446746,3960457,1
446751,3960457,1
446756,3960457,1
446761,3960457,0
446766,3960457,0
446771,3960457,0
446776,3960457,0
446781,3960457,0
446786,3960457,0
446791,3960457,0
446796,3960457,0
446801,3960457,0
446806,3960457,0
446811,3960457,0
446816,3960457,0
446821,3960457,0
446826,3960457,0
446831,3960457,0
446836,3960457,0
446841,3960457,0
446846,3960457,0
446851,3960457,0
446856,3960457,0
446861,3960457,0
446866,3960457,0
446871,3960457,0
446876,3960457,0
446881,3960457,0
446886,3960457,0
446891,3960457,0
446896,3960457,0
446901,3960457,0
446906,3960457,0
446911,3960457,0
446916,3960457,0
446381,3960462,0
446386,3960462,0
446391,3960462,0
446396,3960462,0
446401,3960462,0
446406,3960462,0
446411,3960462,0
446416,3960462,0
446421,3960462,0
446426,3960462,0
446431,3960462,0
446436,3960462,0
446441,3960462,0
446446,3960462,0
446451,3960462,0
446456,3960462,0
446461,3960462,0
446466,3960462,0
446471,3960462,0
446476,3960462,0
446481,3960462,0
446486,3960462,0
446491,3960462,0
446496,3960462,0
446501,3960462,0
446506,3960462,0
446511,3960462,0
446516,3960462,0
446521,3960462,0
446526,3960462,0
446531,3960462,0
446536,3960462,0
446541,3960462,0
446546,3960462,0
446551,3960462,1
446556,3960462,1
446561,3960462,1
446566,3960462,1
446571,3960462,1
446576,3960462,1
446581,3960462,1
446586,3960462,1
446591,3960462,1
446596,3960462,1
446601,3960462,1
446606,3960462,1
446611,3960462,1
446616,3960462,1
446621,3960462,1
446626,3960462,1
446631,3960462,1
446636,3960462,1
446641,3960462,1
446646,3960462,1
446651,3960462,1
446656,3960462,1
446661,3960462,1
446666,3960462,1
446671,3960462,1
446676,3960462,1
446681,3960462,1
446686,3960462,1
446691,3960462,1
446696,3960462,1
446701,3960462,1
446706,3960462,1
446711,3960462,1
446716,3960462,1
446721,3960462,1
446726,3960462,1
446731,3960462,1
446736,3960462,1
446741,3960462,1
446746,3960462,1
446751,3960462,1
446756,3960462,1
446761,3960462,1
446766,3960462,0
446771,3960462,0
446776,3960462,0
446781,3960462,0
446786,3960462,0
446791,3960462,0
446796,3960462,0
446801,3960462,0
446806,3960462,0
446811,3960462,0
446816,3960462,0
446821,3960462,0
446826,3960462,0
446831,3960462,0
446836,3960462,0
446841,3960462,0
446846,3960462,0
446851,3960462,0
446856,3960462,0
446861,3960462,0
446866,3960462,0
446871,3960462,0
446876,3960462,0
446881,3960462,0
446886,3960462,0
446891,3960462,0
446896,3960462,0
446901,3960462,0
446906,3960462,0
446911,3960462,0
446916,3960462,0
446381,3960467,0
446386,3960467,0
446391,3960467,0
446396,3960467,0
446401,3960467,0
446406,3960467,0
446411,3960467,0
446416,3960467,0
446421,3960467,0
446426,3960467,0
446431,3960467,0
446436,3960467,0
446441,3960467,0
446446,3960467,0
446451,3960467,0
446456,3960467,0
446461,3960467,0
446466,3960467,0
446471,3960467,0
446476,3960467,0
446481,3960467,0
446486,3960467,0
446491,3960467,0
446496,3960467,0
446501,3960467,0
446506,3960467,0
446511,3960467,0
446516,3960467,0
446521,3960467,0
446526,3960467,0
446531,3960467,0
446536,3960467,0
446541,3960467,1
446546,3960467,1
446551,3960467,1
446556,3960467,1
446561,3960467,1
446566,3960467,1
446571,3960467,1
446576,3960467,1
446581,3960467,1
446586,3960467,1
446591,3960467,1
446596,3960467,1
446601,3960467,1
446606,3960467,1
446611,3960467,1
446616,3960467,1
446621,3960467,1
446626,3960467,1
446631,3960467,1
446636,3960467,1
446641,3960467,1
446646,3960467,1
446651,3960467,1
446656,3960467,1
446661,3960467,1
446666,3960467,1
446671,3960467,1
446676,3960467,1
446681,3960467,1
446686,3960467,1
446691,3960467,1
446696,3960467,1
446701,3960467,1
446706,3960467,1
446711,3960467,1
446716,3960467,1
446721,3960467,1
446726,3960467,1
446731,3960467,1
446736,3960467,1
446741,3960467,1
446746,3960467,1
446751,3960467,1
446756,3960467,1
446761,3960467,1
446766,3960467,1
446771,3960467,0
