"X_COORD","Y_COORD","HABITAT"
446441,3960332,0
446446,3960332,0
446451,3960332,0
446456,3960332,0
446461,3960332,0
446466,3960332,0
446471,3960332,0
446476,3960332,0
446481,3960332,0
446486,3960332,0
446491,3960332,0
446496,3960332,0
446501,3960332,0
446506,3960332,0
446511,3960332,0
446516,3960332,0
446521,3960332,0
446526,3960332,0
446531,3960332,0
446536,3960332,0
446541,3960332,0
446546,3960332,0
446551,3960332,0
446556,3960332,0
446561,3960332,0
446566,3960332,0
446571,3960332,0
446576,3960332,0
446581,3960332,0
446586,3960332,0
446591,3960332,0
446596,3960332,0
446601,3960332,0
446606,3960332,0
446611,3960332,0
446616,3960332,0
446621,3960332,0
446626,3960332,0
446631,3960332,0
446636,3960332,0
446641,3960332,0
446646,3960332,0
446651,3960332,0
446656,3960332,0
446661,3960332,0
446666,3960332,0
446671,3960332,0
446676,3960332,0
446681,3960332,0
446686,3960332,0
446691,3960332,0
446696,3960332,0
446701,3960332,0
446706,3960332,0
446711,3960332,0
446716,3960332,0
446721,3960332,0
446726,3960332,0
446731,3960332,0
446736,3960332,0
446741,3960332,0
446746,3960332,0
446751,3960332,0
446756,3960332,0
446761,3960332,0
446766,3960332,0
446771,3960332,0
446776,3960332,0
446781,3960332,0
446786,3960332,0
446791,3960332,0
446796,3960332,0
446801,3960332,0
446806,3960332,0
446811,3960332,0
446816,3960332,0
446821,3960332,0
446826,3960332,0
446831,3960332,0
446836,3960332,0
446841,3960332,0
446846,3960332,0
446851,3960332,0
446856,3960332,0
446861,3960332,0
446866,3960332,0
446871,3960332,0
446876,3960332,0
446881,3960332,0
446886,3960332,0
446891,3960332,0
446896,3960332,0
446901,3960332,0
446906,3960332,0
446911,3960332,0
446916,3960332,0
446381,3960337,0
446386,3960337,0
446391,3960337,0
446396,3960337,0
446401,3960337,0
446406,3960337,0
446411,3960337,0
446416,3960337,0
446421,3960337,0
446426,3960337,0
446431,3960337,0
446436,3960337,0
446441,3960337,0
446446,3960337,0
446451,3960337,0
446456,3960337,0
446461,3960337,0
446466,3960337,0
446471,3960337,0
446476,3960337,0
446481,3960337,0
446486,3960337,0
446491,3960337,0
446496,3960337,0
446501,3960337,0
446506,3960337,0
446511,3960337,0
446516,3960337,0
446521,3960337,0
446526,3960337,0
446531,3960337,0
446536,3960337,0
446541,3960337,0
446546,3960337,0
446551,3960337,0
446556,3960337,0
446561,3960337,0
446566,3960337,0
446571,3960337,0
446576,3960337,0
446581,3960337,0
446586,3960337,0
446591,3960337,0
446596,3960337,0
446601,3960337,0
446606,3960337,0
446611,3960337,0
446616,3960337,0
446621,3960337,0
446626,3960337,0
446631,3960337,0
446636,3960337,0
446641,3960337,0
446646,3960337,0
446651,3960337,0
446656,3960337,0
446661,3960337,0
446666,3960337,0
446671,3960337,0
446676,3960337,0
446681,3960337,0
446686,3960337,0
446691,3960337,0
446696,3960337,0
446701,3960337,0
446706,3960337,0
446711,3960337,0
446716,3960337,0
446721,3960337,0
446726,3960337,0
446731,3960337,0
446736,3960337,0
446741,3960337,0
446746,3960337,0
446751,3960337,0
446756,3960337,0
446761,3960337,0
446766,3960337,0
446771,3960337,0
446776,3960337,0
446781,3960337,0
446786,3960337,0
446791,3960337,0
446796,3960337,0
446801,3960337,0
446806,3960337,0
446811,3960337,0
446816,3960337,0
446821,3960337,0
446826,3960337,0
446831,3960337,0
446836,3960337,0
446841,3960337,0
446846,3960337,0
446851,3960337,0
446856,3960337,0
446861,3960337,0
446866,3960337,0
446871,3960337,0
446876,3960337,0
446881,3960337,0
446886,3960337,0
446891,3960337,0
446896,3960337,0
446901,3960337,0
446906,3960337,0
446911,3960337,0
446916,3960337,0
446381,3960342,0
446386,3960342,0
446391,3960342,0
446396,3960342,0
446401,3960342,0
446406,3960342,0
446411,3960342,0
446416,3960342,0
446421,3960342,0
446426,3960342,0
446431,3960342,0
446436,3960342,0
446441,3960342,0
446446,3960342,0
446451,3960342,0
446456,3960342,0
446461,3960342,0
446466,3960342,0
446471,3960342,0
446476,3960342,0
446481,3960342,0
446486,3960342,0
446491,3960342,0
446496,3960342,0
446501,3960342,0
446506,3960342,0
446511,3960342,0
446516,3960342,0
446521,3960342,0
446526,3960342,0
446531,3960342,0
446536,3960342,0
446541,3960342,0
446546,3960342,0
446551,3960342,0
446556,3960342,0
446561,3960342,0
446566,3960342,0
446571,3960342,0
446576,3960342,0
446581,3960342,0
446586,3960342,0
446591,3960342,0
446596,3960342,0
446601,3960342,0
446606,3960342,0
446611,3960342,0
446616,3960342,0
446621,3960342,0
446626,3960342,0
446631,3960342,0
446636,3960342,0
446641,3960342,0
446646,3960342,0
446651,3960342,0
446656,3960342,0
446661,3960342,0
446666,3960342,0
446671,3960342,0
446676,3960342,0
446681,3960342,0
446686,3960342,0
446691,3960342,0
446696,3960342,0
446701,3960342,0
446706,3960342,0
446711,3960342,0
446716,3960342,0
446721,3960342,0
446726,3960342,0
446731,3960342,0
446736,3960342,0
446741,3960342,0
446746,3960342,0
446751,3960342,0
446756,3960342,0
446761,3960342,0
446766,3960342,0
446771,3960342,0
446776,3960342,0
446781,3960342,0
446786,3960342,0
446791,3960342,0
446796,3960342,0
446801,3960342,0
446806,3960342,0
446811,3960342,0
446816,3960342,0
446821,3960342,0
446826,3960342,0
446831,3960342,0
446836,3960342,0
446841,3960342,0
446846,3960342,0
446851,3960342,0
446856,3960342,0
446861,3960342,0
446866,3960342,0
446871,3960342,0
446876,3960342,0
446881,3960342,0
446886,3960342,0
446891,3960342,0
446896,3960342,0
446901,3960342,0
446906,3960342,0
446911,3960342,0
446916,3960342,0
446381,3960347,0
446386,3960347,0
446391,3960347,0
446396,3960347,0
446401,3960347,0
446406,3960347,0
446411,3960347,0
446416,3960347,0
446421,3960347,0
446426,3960347,0
446431,3960347,0
446436,3960347,0
446441,3960347,0
446446,3960347,0
446451,3960347,0
446456,3960347,0
446461,3960347,0
446466,3960347,0
446471,3960347,0
446476,3960347,0
446481,3960347,0
446486,3960347,0
446491,3960347,0
446496,3960347,0
446501,3960347,0
446506,3960347,0
446511,3960347,0
446516,3960347,0
446521,3960347,0
446526,3960347,0
446531,3960347,0
446536,3960347,0
446541,3960347,0
446546,3960347,0
446551,3960347,0
446556,3960347,0
446561,3960347,0
446566,3960347,0
446571,3960347,0
446576,3960347,0
446581,3960347,0
446586,3960347,0
446591,3960347,0
446596,3960347,0
446601,3960347,0
446606,3960347,0
446611,3960347,0
446616,3960347,0
446621,3960347,0
446626,3960347,0
446631,3960347,0
446636,3960347,0
446641,3960347,0
446646,3960347,0
446651,3960347,0
446656,3960347,0
446661,3960347,0
446666,3960347,0
446671,3960347,0
446676,3960347,0
446681,3960347,0
446686,3960347,0
446691,3960347,0
446696,3960347,0
446701,3960347,0
446706,3960347,0
446711,3960347,0
446716,3960347,0
446721,3960347,0
446726,3960347,0
446731,3960347,0
446736,3960347,0
446741,3960347,0
446746,3960347,0
446751,3960347,0
446756,3960347,0
446761,3960347,0
446766,3960347,0
446771,3960347,0
446776,3960347,0
446781,3960347,0
446786,3960347,0
446791,3960347,0
446796,3960347,0
446801,3960347,0
446806,3960347,0
446811,3960347,0
446816,3960347,0
446821,3960347,0
446826,3960347,0
446831,3960347,0
446836,3960347,0
446841,3960347,0
446846,3960347,0
446851,3960347,0
446856,3960347,0
446861,3960347,0
446866,3960347,0
446871,3960347,0
446876,3960347,0
446881,3960347,0
446886,3960347,0
446891,3960347,0
446896,3960347,0
446901,3960347,0
446906,3960347,0
446911,3960347,0
446916,3960347,0
446381,3960352,0
446386,3960352,0
446391,3960352,0
446396,3960352,0
446401,3960352,0
446406,3960352,0
446411,3960352,0
446416,3960352,0
446421,3960352,0
446426,3960352,0
446431,3960352,0
446436,3960352,0
446441,3960352,0
446446,3960352,0
446451,3960352,0
446456,3960352,0
446461,3960352,0
446466,3960352,0
446471,3960352,0
446476,3960352,0
446481,3960352,0
446486,3960352,0
446491,3960352,0
446496,3960352,0
446501,3960352,0
446506,3960352,0
446511,3960352,0
446516,3960352,0
446521,3960352,0
446526,3960352,0
446531,3960352,0
446536,3960352,0
446541,3960352,0
446546,3960352,0
446551,3960352,0
446556,3960352,0
446561,3960352,0
446566,3960352,0
446571,3960352,0
446576,3960352,0
446581,3960352,0
446586,3960352,0
446591,3960352,0
446596,3960352,0
446601,3960352,0
446606,3960352,0
446611,3960352,0
446616,3960352,0
446621,3960352,0
446626,3960352,0
446631,3960352,0
446636,3960352,0
446641,3960352,0
446646,3960352,0
446651,3960352,0
446656,3960352,0
446661,3960352,0
446666,3960352,0
446671,3960352,0
446676,3960352,0
446681,3960352,0
446686,3960352,0
446691,3960352,0
446696,3960352,0
446701,3960352,0
446706,3960352,0
446711,3960352,0
446716,3960352,0
446721,3960352,0
446726,3960352,0
446731,3960352,0
446736,3960352,0
446741,3960352,0
446746,3960352,0
446751,3960352,0
446756,3960352,0
446761,3960352,0
446766,3960352,0
446771,3960352,0
446776,3960352,0
446781,3960352,0
446786,3960352,0
446791,3960352,0
446796,3960352,0
446801,3960352,0
446806,3960352,0
446811,3960352,0
446816,3960352,0
446821,3960352,0
446826,3960352,0
446831,3960352,0
446836,3960352,0
446841,3960352,0
446846,3960352,0
446851,3960352,0
446856,3960352,0
446861,3960352,0
446866,3960352,0
446871,3960352,0
446876,3960352,0
446881,3960352,0
446886,3960352,0
446891,3960352,0
446896,3960352,0
446901,3960352,0
446906,3960352,0
446911,3960352,0
446916,3960352,0
446381,3960357,0
446386,3960357,0
446391,3960357,0
446396,3960357,0
446401,3960357,0
446406,3960357,0
446411,3960357,0
446416,3960357,0
446421,3960357,0
446426,3960357,0
446431,3960357,0
446436,3960357,0
446441,3960357,0
446446,3960357,0
446451,3960357,0
446456,3960357,0
446461,3960357,0
446466,3960357,0
446471,3960357,0
446476,3960357,0
446481,3960357,0
446486,3960357,0
446491,3960357,0
446496,3960357,0
446501,3960357,0
446506,3960357,0
446511,3960357,0
446516,3960357,0
446521,3960357,0
446526,3960357,0
446531,3960357,0
446536,3960357,0
446541,3960357,0
446546,3960357,0
446551,3960357,0
446556,3960357,0
446561,3960357,0
446566,3960357,0
446571,3960357,0
446576,3960357,0
446581,3960357,0
446586,3960357,0
446591,3960357,0
446596,3960357,0
446601,3960357,0
446606,3960357,0
446611,3960357,0
446616,3960357,0
446621,3960357,0
446626,3960357,0
446631,3960357,0
446636,3960357,0
446641,3960357,0
446646,3960357,0
446651,3960357,0
446656,3960357,0
446661,3960357,0
446666,3960357,0
446671,3960357,0
446676,3960357,0
446681,3960357,0
446686,3960357,0
446691,3960357,0
446696,3960357,0
446701,3960357,0
446706,3960357,0
446711,3960357,0
446716,3960357,0
446721,3960357,0
446726,3960357,0
446731,3960357,0
446736,3960357,0
446741,3960357,0
446746,3960357,0
446751,3960357,0
446756,3960357,0
446761,3960357,0
446766,3960357,0
446771,3960357,0
446776,3960357,0
446781,3960357,0
446786,3960357,0
446791,3960357,0
446796,3960357,0
446801,3960357,0
446806,3960357,0
446811,3960357,0
446816,3960357,0
446821,3960357,0
446826,3960357,0
446831,3960357,0
446836,3960357,0
446841,3960357,0
446846,3960357,0
446851,3960357,0
446856,3960357,0
446861,3960357,0
446866,3960357,0
446871,3960357,0
446876,3960357,0
446881,3960357,0
446886,3960357,0
446891,3960357,0
446896,3960357,0
446901,3960357,0
446906,3960357,0
446911,3960357,0
446916,3960357,0
446381,3960362,0
446386,3960362,0
446391,3960362,0
446396,3960362,0
446401,3960362,0
446406,3960362,0
446411,3960362,0
446416,3960362,0
446421,3960362,0
446426,3960362,0
446431,3960362,0
446436,3960362,0
446441,3960362,0
446446,3960362,0
446451,3960362,0
446456,3960362,0
446461,3960362,0
446466,3960362,0
446471,3960362,0
446476,3960362,0
446481,3960362,0
446486,3960362,0
446491,3960362,0
446496,3960362,0
446501,3960362,0
446506,3960362,0
446511,3960362,0
446516,3960362,0
446521,3960362,0
446526,3960362,0
446531,3960362,0
446536,3960362,0
446541,3960362,0
446546,3960362,0
446551,3960362,0
446556,3960362,0
446561,3960362,0
446566,3960362,0
446571,3960362,0
446576,3960362,0
446581,3960362,0
446586,3960362,0
446591,3960362,0
446596,3960362,0
446601,3960362,0
446606,3960362,0
446611,3960362,0
446616,3960362,0
446621,3960362,0
446626,3960362,0
446631,3960362,0
446636,3960362,0
446641,3960362,0
446646,3960362,0
446651,3960362,0
446656,3960362,0
446661,3960362,0
446666,3960362,0
446671,3960362,0
446676,3960362,0
446681,3960362,0
446686,3960362,0
446691,3960362,0
446696,3960362,0
446701,3960362,0
446706,3960362,0
446711,3960362,0
446716,3960362,0
446721,3960362,0
446726,3960362,0
446731,3960362,0
446736,3960362,0
446741,3960362,0
446746,3960362,0
446751,3960362,0
446756,3960362,0
446761,3960362,0
446766,3960362,0
446771,3960362,0
446776,3960362,0
446781,3960362,0
446786,3960362,0
446791,3960362,0
446796,3960362,0
446801,3960362,0
446806,3960362,0
446811,3960362,0
446816,3960362,0
446821,3960362,0
446826,3960362,0
446831,3960362,0
446836,3960362,0
446841,3960362,0
446846,3960362,0
446851,3960362,0
446856,3960362,0
446861,3960362,0
446866,3960362,0
446871,3960362,0
446876,3960362,0
446881,3960362,0
446886,3960362,0
446891,3960362,0
446896,3960362,0
446901,3960362,0
446906,3960362,0
446911,3960362,0
446916,3960362,0
446381,3960367,0
446386,3960367,0
446391,3960367,0
446396,3960367,0
446401,3960367,0
446406,3960367,0
446411,3960367,0
446416,3960367,0
446421,3960367,0
446426,3960367,0
446431,3960367,0
446436,3960367,0
446441,3960367,0
446446,3960367,0
446451,3960367,0
446456,3960367,0
446461,3960367,0
446466,3960367,0
446471,3960367,0
446476,3960367,0
446481,3960367,0
446486,3960367,0
446491,3960367,0
446496,3960367,0
446501,3960367,0
446506,3960367,0
446511,3960367,0
446516,3960367,0
446521,3960367,0
446526,3960367,0
446531,3960367,0
446536,3960367,0
446541,3960367,0
446546,3960367,0
446551,3960367,0
446556,3960367,0
446561,3960367,0
446566,3960367,0
446571,3960367,0
446576,3960367,0
446581,3960367,0
446586,3960367,0
446591,3960367,0
446596,3960367,0
446601,3960367,0
446606,3960367,0
446611,3960367,0
446616,3960367,0
446621,3960367,0
446626,3960367,0
446631,3960367,0
446636,3960367,0
446641,3960367,0
446646,3960367,0
446651,3960367,0
446656,3960367,0
446661,3960367,0
446666,3960367,0
446671,3960367,0
446676,3960367,0
446681,3960367,0
446686,3960367,0
446691,3960367,0
446696,3960367,0
446701,3960367,0
446706,3960367,0
446711,3960367,0
446716,3960367,0
446721,3960367,0
446726,3960367,0
446731,3960367,0
446736,3960367,0
446741,3960367,0
446746,3960367,0
446751,3960367,0
446756,3960367,0
446761,3960367,0
446766,3960367,0
446771,3960367,0
446776,3960367,0
446781,3960367,0
446786,3960367,0
446791,3960367,0
446796,3960367,0
446801,3960367,0
446806,3960367,0
446811,3960367,0
446816,3960367,0
446821,3960367,0
446826,3960367,0
446831,3960367,0
446836,3960367,0
446841,3960367,0
446846,3960367,0
446851,3960367,0
446856,3960367,0
446861,3960367,0
446866,3960367,0
446871,3960367,0
446876,3960367,0
446881,3960367,0
446886,3960367,0
446891,3960367,0
446896,3960367,0
446901,3960367,0
446906,3960367,0
446911,3960367,0
446916,3960367,0
446381,3960372,0
446386,3960372,0
446391,3960372,0
446396,3960372,0
446401,3960372,0
446406,3960372,0
446411,3960372,0
446416,3960372,0
446421,3960372,0
446426,3960372,0
446431,3960372,0
446436,3960372,0
446441,3960372,0
446446,3960372,0
446451,3960372,0
446456,3960372,0
446461,3960372,0
446466,3960372,0
446471,3960372,0
446476,3960372,0
446481,3960372,0
446486,3960372,0
446491,3960372,0
446496,3960372,0
446501,3960372,0
446506,3960372,0
446511,3960372,0
446516,3960372,0
446521,3960372,0
446526,3960372,0
446531,3960372,0
446536,3960372,0
446541,3960372,0
446546,3960372,0
446551,3960372,0
446556,3960372,0
446561,3960372,0
446566,3960372,0
446571,3960372,0
446576,3960372,0
446581,3960372,0
446586,3960372,0
446591,3960372,0
446596,3960372,0
446601,3960372,0
446606,3960372,0
446611,3960372,0
446616,3960372,0
446621,3960372,0
446626,3960372,0
446631,3960372,0
446636,3960372,0
446641,3960372,0
446646,3960372,0
446651,3960372,0
446656,3960372,0
446661,3960372,0
446666,3960372,0
446671,3960372,0
446676,3960372,0
446681,3960372,0
446686,3960372,0
446691,3960372,0
446696,3960372,0
446701,3960372,0
446706,3960372,0
446711,3960372,0
446716,3960372,0
446721,3960372,0
446726,3960372,0
446731,3960372,0
446736,3960372,0
446741,3960372,0
446746,3960372,0
446751,3960372,0
446756,3960372,0
446761,3960372,0
446766,3960372,0
446771,3960372,0
446776,3960372,0
446781,3960372,0
446786,3960372,0
446791,3960372,0
446796,3960372,0
446801,3960372,0
446806,3960372,0
446811,3960372,0
446816,3960372,0
446821,3960372,0
446826,3960372,0
446831,3960372,0
446836,3960372,0
446841,3960372,0
446846,3960372,0
446851,3960372,0
446856,3960372,0
446861,3960372,0
446866,3960372,0
446871,3960372,0
446876,3960372,0
446881,3960372,0
446886,3960372,0
446891,3960372,0
446896,3960372,0
446901,3960372,0
446906,3960372,0
446911,3960372,0
446916,3960372,0
446381,3960377,0
446386,3960377,0
446391,3960377,0
446396,3960377,0
446401,3960377,0
446406,3960377,0
446411,3960377,0
446416,3960377,0
446421,3960377,0
446426,3960377,0
446431,3960377,0
446436,3960377,0
446441,3960377,0
446446,3960377,0
446451,3960377,0
446456,3960377,0
446461,3960377,0
446466,3960377,0
446471,3960377,0
446476,3960377,0
446481,3960377,0
446486,3960377,0
446491,3960377,0
446496,3960377,0
446501,3960377,0
446506,3960377,0
446511,3960377,0
446516,3960377,0
446521,3960377,0
446526,3960377,0
446531,3960377,0
446536,3960377,0
446541,3960377,0
446546,3960377,0
446551,3960377,0
446556,3960377,0
446561,3960377,0
446566,3960377,0
446571,3960377,0
446576,3960377,0
446581,3960377,0
446586,3960377,0
446591,3960377,0
446596,3960377,0
446601,3960377,0
446606,3960377,0
446611,3960377,0
446616,3960377,0
446621,3960377,0
446626,3960377,0
446631,3960377,0
446636,3960377,0
446641,3960377,0
446646,3960377,0
446651,3960377,0
446656,3960377,0
446661,3960377,0
446666,3960377,0
446671,3960377,0
446676,3960377,0
446681,3960377,0
446686,3960377,0
446691,3960377,0
446696,3960377,0
446701,3960377,0
446706,3960377,0
446711,3960377,0
446716,3960377,0
446721,3960377,0
446726,3960377,0
446731,3960377,0
446736,3960377,0
446741,3960377,0
446746,3960377,0
446751,3960377,0
446756,3960377,0
446761,3960377,0
446766,3960377,0
446771,3960377,0
446776,3960377,0
446781,3960377,0
446786,3960377,0
446791,3960377,0
446796,3960377,0
446801,3960377,0
446806,3960377,0
446811,3960377,0
446816,3960377,0
446821,3960377,0
446826,3960377,0
446831,3960377,0
446836,3960377,0
446841,3960377,0
446846,3960377,0
446851,3960377,0
446856,3960377,0
446861,3960377,0
446866,3960377,0
446871,3960377,0
446876,3960377,0
446881,3960377,0
446886,3960377,0
446891,3960377,0
446896,3960377,0
446901,3960377,0
446906,3960377,0
446911,3960377,0
446916,3960377,0
446381,3960382,0
446386,3960382,0
446391,3960382,0
446396,3960382,0
446401,3960382,0
446406,3960382,0
446411,3960382,0
446416,3960382,0
446421,3960382,0
446426,3960382,0
446431,3960382,0
446436,3960382,0
446441,3960382,0
446446,3960382,0
446451,3960382,0
446456,3960382,0
446461,3960382,0
446466,3960382,0
446471,3960382,0
446476,3960382,0
446481,3960382,0
446486,3960382,0
446491,3960382,0
446496,3960382,0
446501,3960382,0
446506,3960382,0
446511,3960382,0
446516,3960382,0
446521,3960382,0
446526,3960382,0
446531,3960382,0
446536,3960382,0
446541,3960382,0
446546,3960382,0
446551,3960382,0
446556,3960382,0
446561,3960382,0
446566,3960382,0
446571,3960382,0
446576,3960382,0
446581,3960382,0
446586,3960382,0
446591,3960382,0
446596,3960382,0
446601,3960382,0
446606,3960382,0
446611,3960382,0
446616,3960382,0
446621,3960382,0
446626,3960382,0
446631,3960382,0
446636,3960382,0
446641,3960382,0
446646,3960382,0
446651,3960382,0
446656,3960382,0
446661,3960382,0
446666,3960382,0
446671,3960382,0
446676,3960382,0
446681,3960382,0
446686,3960382,0
446691,3960382,0
446696,3960382,0
446701,3960382,0
446706,3960382,0
446711,3960382,0
446716,3960382,0
446721,3960382,0
446726,3960382,0
446731,3960382,0
446736,3960382,0
446741,3960382,0
446746,3960382,0
446751,3960382,0
446756,3960382,0
446761,3960382,0
446766,3960382,0
446771,3960382,0
446776,3960382,0
446781,3960382,0
446786,3960382,0
446791,3960382,0
446796,3960382,0
446801,3960382,0
446806,3960382,0
446811,3960382,0
446816,3960382,0
446821,3960382,0
446826,3960382,0
446831,3960382,0
446836,3960382,0
446841,3960382,0
446846,3960382,0
446851,3960382,0
446856,3960382,0
446861,3960382,0
446866,3960382,0
446871,3960382,0
446876,3960382,0
446881,3960382,0
446886,3960382,0
446891,3960382,0
446896,3960382,0
446901,3960382,0
446906,3960382,0
446911,3960382,0
446916,3960382,0
446381,3960387,0
446386,3960387,0
446391,3960387,0
446396,3960387,0
446401,3960387,0
446406,3960387,0
446411,3960387,0
446416,3960387,0
446421,3960387,0
446426,3960387,0
446431,3960387,0
446436,3960387,0
446441,3960387,0
446446,3960387,0
446451,3960387,0
446456,3960387,0
446461,3960387,0
446466,3960387,0
446471,3960387,0
446476,3960387,0
446481,3960387,0
446486,3960387,0
446491,3960387,0
446496,3960387,0
446501,3960387,0
446506,3960387,0
446511,3960387,0
446516,3960387,0
446521,3960387,0
446526,3960387,0
446531,3960387,0
446536,3960387,0
446541,3960387,0
446546,3960387,0
446551,3960387,0
446556,3960387,0
446561,3960387,0
446566,3960387,0
446571,3960387,0
446576,3960387,0
446581,3960387,0
446586,3960387,0
446591,3960387,0
446596,3960387,0
446601,3960387,0
446606,3960387,0
446611,3960387,0
446616,3960387,0
446621,3960387,0
446626,3960387,0
446631,3960387,0
446636,3960387,0
446641,3960387,0
446646,3960387,0
446651,3960387,0
446656,3960387,0
446661,3960387,0
446666,3960387,0
446671,3960387,0
446676,3960387,0
446681,3960387,0
446686,3960387,0
446691,3960387,0
446696,3960387,0
446701,3960387,0
446706,3960387,0
446711,3960387,0
446716,3960387,0
446721,3960387,0
446726,3960387,0
446731,3960387,0
446736,3960387,0
446741,3960387,0
446746,3960387,0
446751,3960387,0
446756,3960387,0
446761,3960387,0
446766,3960387,0
446771,3960387,0
446776,3960387,0
446781,3960387,0
446786,3960387,0
446791,3960387,0
446796,3960387,0
446801,3960387,0
446806,3960387,0
446811,3960387,0
446816,3960387,0
446821,3960387,0
446826,3960387,0
446831,3960387,0
446836,3960387,0
446841,3960387,0
446846,3960387,0
446851,3960387,0
446856,3960387,0
446861,3960387,0
446866,3960387,0
446871,3960387,0
446876,3960387,0
446881,3960387,0
446886,3960387,0
446891,3960387,0
446896,3960387,0
446901,3960387,0
446906,3960387,0
446911,3960387,0
446916,3960387,0
446381,3960392,0
446386,3960392,0
446391,3960392,0
446396,3960392,0
446401,3960392,0
446406,3960392,0
446411,3960392,0
446416,3960392,0
446421,3960392,0
446426,3960392,0
446431,3960392,0
446436,3960392,0
446441,3960392,0
446446,3960392,0
446451,3960392,0
446456,3960392,0
446461,3960392,0
446466,3960392,0
446471,3960392,0
446476,3960392,0
446481,3960392,0
446486,3960392,0
446491,3960392,0
446496,3960392,0
446501,3960392,0
446506,3960392,0
446511,3960392,0
446516,3960392,0
446521,3960392,0
446526,3960392,0
446531,3960392,0
446536,3960392,0
446541,3960392,0
446546,3960392,0
446551,3960392,0
446556,3960392,0
446561,3960392,0
446566,3960392,0
446571,3960392,0
446576,3960392,0
446581,3960392,0
446586,3960392,0
446591,3960392,0
446596,3960392,0
446601,3960392,0
446606,3960392,0
446611,3960392,0
446616,3960392,0
446621,3960392,0
446626,3960392,0
446631,3960392,0
446636,3960392,0
446641,3960392,0
446646,3960392,0
446651,3960392,0
446656,3960392,0
446661,3960392,0
446666,3960392,0
446671,3960392,0
446676,3960392,0
446681,3960392,0
446686,3960392,0
446691,3960392,0
446696,3960392,0
446701,3960392,0
446706,3960392,0
446711,3960392,0
446716,3960392,0
446721,3960392,0
446726,3960392,0
446731,3960392,0
446736,3960392,0
446741,3960392,0
446746,3960392,0
446751,3960392,0
446756,3960392,0
446761,3960392,0
446766,3960392,0
446771,3960392,0
446776,3960392,0
446781,3960392,0
446786,3960392,0
446791,3960392,0
446796,3960392,0
446801,3960392,0
446806,3960392,0
446811,3960392,0
446816,3960392,0
446821,3960392,0
446826,3960392,0
446831,3960392,0
446836,3960392,0
446841,3960392,0
446846,3960392,0
446851,3960392,0
446856,3960392,0
446861,3960392,0
446866,3960392,0
446871,3960392,0
446876,3960392,0
446881,3960392,0
446886,3960392,0
446891,3960392,0
446896,3960392,0
446901,3960392,0
446906,3960392,0
446911,3960392,0
446916,3960392,0
446381,3960397,0
446386,3960397,0
446391,3960397,0
446396,3960397,0
446401,3960397,0
446406,3960397,0
446411,3960397,0
446416,3960397,0
446421,3960397,0
446426,3960397,0
446431,3960397,0
446436,3960397,0
446441,3960397,0
446446,3960397,0
446451,3960397,0
446456,3960397,0
446461,3960397,0
446466,3960397,0
446471,3960397,0
446476,3960397,0
446481,3960397,0
446486,3960397,0
446491,3960397,0
446496,3960397,0
446501,3960397,0
446506,3960397,0
446511,3960397,0
446516,3960397,0
446521,3960397,0
446526,3960397,0
446531,3960397,0
446536,3960397,0
446541,3960397,0
446546,3960397,0
446551,3960397,0
446556,3960397,0
446561,3960397,0
446566,3960397,0
